Round,Race,Date,TrackType,Driver,DriverCode,DriverNumber,Team,GridPosition,Position,Points,Status,Time,QualifyingPosition,Season,GlobalRound,TrackTypeIdx,TierCode,DriverIdx,EffectivePosition,Recent5Avg,IsDNF,CumDNFRate
0,Pre-Season Testing,2025-02-28,balanced,A ALBON,ALB,23,Williams,20.0,14.0,0.0,Lapped,0 days 00:00:25.320000,19.0,2025,1,1,1,13,14.0,8.466666666666667,1,0.375
1,Australian Grand Prix,2025-03-16,balanced,A ALBON,ALB,23,Williams,6.0,5.0,10.0,Finished,0 days 00:00:12.773000,6.0,2025,2,1,1,13,5.0,14.0,0,1.0
2,Chinese Grand Prix,2025-03-23,balanced,A ALBON,ALB,23,Williams,10.0,7.0,6.0,Finished,0 days 00:00:56.321000,10.0,2025,3,1,1,13,7.0,9.5,0,0.5
3,Japanese Grand Prix,2025-04-06,balanced,A ALBON,ALB,23,Williams,9.0,9.0,2.0,Finished,0 days 00:00:40.367000,9.0,2025,4,1,1,13,9.0,8.666666666666666,0,0.3333333333333333
4,Bahrain Grand Prix,2025-04-13,high_speed,A ALBON,ALB,23,Williams,15.0,12.0,0.0,Finished,0 days 00:00:48.839000,15.0,2025,5,0,1,13,12.0,8.75,0,0.25
5,Saudi Arabian Grand Prix,2025-04-20,balanced,A ALBON,ALB,23,Williams,11.0,9.0,2.0,Finished,0 days 00:01:06.515000,11.0,2025,6,1,1,13,9.0,9.4,0,0.2
6,Miami Grand Prix,2025-05-04,high_speed,A ALBON,ALB,23,Williams,7.0,5.0,10.0,Finished,0 days 00:00:48.067000,7.0,2025,7,0,1,13,5.0,8.4,0,0.16666666666666666
7,Emilia Romagna Grand Prix,2025-05-18,balanced,A ALBON,ALB,23,Williams,7.0,5.0,10.0,Finished,0 days 00:00:17.945000,7.0,2025,8,1,1,13,5.0,8.4,0,0.14285714285714285
8,Monaco Grand Prix,2025-05-25,technical,A ALBON,ALB,23,Williams,10.0,9.0,2.0,Lapped,0 days 00:00:11.869000,10.0,2025,9,2,1,13,9.0,8.0,1,0.125
9,Spanish Grand Prix,2025-06-01,balanced,A ALBON,ALB,23,Williams,11.0,19.0,0.0,Retired,,11.0,2025,10,1,1,13,19.0,8.0,1,0.2222222222222222
10,Canadian Grand Prix,2025-06-15,balanced,A ALBON,ALB,23,Williams,9.0,20.0,0.0,Retired,,10.0,2025,11,1,1,13,20.0,9.4,1,0.3
11,Austrian Grand Prix,2025-06-29,balanced,A ALBON,ALB,23,Williams,12.0,17.0,0.0,Retired,,12.0,2025,12,1,1,13,17.0,11.6,1,0.36363636363636365
12,British Grand Prix,2025-07-06,balanced,A ALBON,ALB,23,Williams,13.0,8.0,4.0,Finished,0 days 00:01:04.135000,14.0,2025,13,1,1,13,8.0,14.0,0,0.4166666666666667
13,Belgian Grand Prix,2025-07-27,balanced,A ALBON,ALB,23,Williams,5.0,6.0,8.0,Finished,0 days 00:00:39.926000,5.0,2025,14,1,1,13,6.0,14.6,0,0.38461538461538464
14,Hungarian Grand Prix,2025-08-03,balanced,A ALBON,ALB,23,Williams,19.0,15.0,0.0,Lapped,0 days 00:00:38.111000,20.0,2025,15,1,1,13,15.0,14.0,1,0.35714285714285715
15,Dutch Grand Prix,2025-08-31,balanced,A ALBON,ALB,23,Williams,15.0,5.0,10.0,Finished,0 days 00:00:06.327000,15.0,2025,16,1,1,13,5.0,13.2,0,0.4
16,Italian Grand Prix,2025-09-07,balanced,A ALBON,ALB,23,Williams,14.0,7.0,6.0,Finished,0 days 00:00:50.537000,14.0,2025,17,1,1,13,7.0,10.2,0,0.375
17,Azerbaijan Grand Prix,2025-09-21,high_speed,A ALBON,ALB,23,Williams,19.0,13.0,0.0,Finished,0 days 00:01:12.870000,19.0,2025,18,0,1,13,13.0,8.2,0,0.35294117647058826
18,Singapore Grand Prix,2025-10-05,technical,A ALBON,ALB,23,Williams,20.0,14.0,0.0,Lapped,0 days 00:00:25.320000,19.0,2025,19,2,1,13,14.0,9.2,1,0.3333333333333333
19,United States Grand Prix,2025-10-19,balanced,A ALBON,ALB,23,Williams,18.0,14.0,0.0,Finished,0 days 00:01:20,19.0,2025,20,1,1,13,14.0,10.8,0,0.3684210526315789
20,Mexico City Grand Prix,2025-10-26,balanced,A ALBON,ALB,23,Williams,17.0,12.0,0.0,Lapped,0 days 00:00:02.450000,17.0,2025,21,1,1,13,12.0,10.6,1,0.35
21,São Paulo Grand Prix,2025-11-09,balanced,A ALBON,ALB,23,Williams,12.0,11.0,0.0,Finished,0 days 00:00:54.184000,12.0,2025,22,1,1,13,11.0,12.0,0,0.38095238095238093
22,Las Vegas Grand Prix,2025-11-22,balanced,A ALBON,ALB,23,Williams,16.0,16.0,0.0,Retired,,16.0,2025,23,1,1,13,16.0,12.8,1,0.36363636363636365
23,Qatar Grand Prix,2025-11-30,high_speed,A ALBON,ALB,23,Williams,14.0,11.0,0.0,Finished,0 days 00:01:06.931000,15.0,2025,24,0,1,13,11.0,13.4,0,0.391304347826087
1,Australian Grand Prix,2025-03-16,balanced,A ANTONELLI,ANT,12,Mercedes,16.0,4.0,12.0,Finished,0 days 00:00:10.135000,16.0,2025,2,1,0,20,4.0,4.0,0,0.0
0,Pre-Season Testing,2025-02-28,balanced,C LECLERC,LEC,16,Ferrari,7.0,6.0,8.0,Finished,0 days 00:00:45.996000,7.0,2025,1,1,1,5,6.0,5.142857142857143,0,0.125
1,Australian Grand Prix,2025-03-16,balanced,C LECLERC,LEC,16,Ferrari,7.0,8.0,4.0,Finished,0 days 00:00:19.826000,7.0,2025,2,1,1,5,8.0,6.0,0,0.0
2,Chinese Grand Prix,2025-03-23,balanced,C LECLERC,LEC,16,Ferrari,6.0,18.0,0.0,Disqualified,,6.0,2025,3,1,1,5,18.0,7.0,1,0.0
3,Japanese Grand Prix,2025-04-06,balanced,C LECLERC,LEC,16,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:16.097000,4.0,2025,4,1,1,5,4.0,10.666666666666666,0,0.3333333333333333
4,Bahrain Grand Prix,2025-04-13,high_speed,C LECLERC,LEC,16,Ferrari,2.0,4.0,12.0,Finished,0 days 00:00:19.679000,3.0,2025,5,0,1,5,4.0,9.0,0,0.25
5,Saudi Arabian Grand Prix,2025-04-20,balanced,C LECLERC,LEC,16,Ferrari,4.0,3.0,15.0,Finished,0 days 00:00:08.104000,4.0,2025,6,1,1,5,3.0,8.0,0,0.2
6,Miami Grand Prix,2025-05-04,high_speed,C LECLERC,LEC,16,Ferrari,8.0,7.0,6.0,Finished,0 days 00:00:57.036000,8.0,2025,7,0,1,5,7.0,7.4,0,0.16666666666666666
7,Emilia Romagna Grand Prix,2025-05-18,balanced,C LECLERC,LEC,16,Ferrari,11.0,6.0,8.0,Finished,0 days 00:00:20.774000,11.0,2025,8,1,1,5,6.0,7.2,0,0.14285714285714285
8,Monaco Grand Prix,2025-05-25,technical,C LECLERC,LEC,16,Ferrari,2.0,2.0,18.0,Finished,0 days 00:00:03.131000,2.0,2025,9,2,1,5,2.0,4.8,0,0.125
9,Spanish Grand Prix,2025-06-01,balanced,C LECLERC,LEC,16,Ferrari,7.0,3.0,15.0,Finished,0 days 00:00:10.455000,7.0,2025,10,1,1,5,3.0,4.4,0,0.1111111111111111
10,Canadian Grand Prix,2025-06-15,balanced,C LECLERC,LEC,16,Ferrari,8.0,5.0,10.0,Finished,0 days 00:00:03.442000,8.0,2025,11,1,1,5,5.0,4.2,0,0.1
11,Austrian Grand Prix,2025-06-29,balanced,C LECLERC,LEC,16,Ferrari,2.0,3.0,15.0,Finished,0 days 00:00:19.820000,2.0,2025,12,1,1,5,3.0,4.6,0,0.09090909090909091
12,British Grand Prix,2025-07-06,balanced,C LECLERC,LEC,16,Ferrari,6.0,14.0,0.0,Finished,0 days 00:01:24.477000,6.0,2025,13,1,1,5,14.0,3.8,0,0.08333333333333333
13,Belgian Grand Prix,2025-07-27,balanced,C LECLERC,LEC,16,Ferrari,3.0,3.0,15.0,Finished,0 days 00:00:20.185000,3.0,2025,14,1,1,5,3.0,5.4,0,0.07692307692307693
14,Hungarian Grand Prix,2025-08-03,balanced,C LECLERC,LEC,16,Ferrari,1.0,4.0,12.0,Finished,0 days 00:00:42.560000,1.0,2025,15,1,1,5,4.0,5.6,0,0.07142857142857142
15,Dutch Grand Prix,2025-08-31,balanced,C LECLERC,LEC,16,Ferrari,6.0,19.0,0.0,Retired,,6.0,2025,16,1,1,5,19.0,5.8,1,0.06666666666666667
16,Italian Grand Prix,2025-09-07,balanced,C LECLERC,LEC,16,Ferrari,4.0,4.0,12.0,Finished,0 days 00:00:25.624000,4.0,2025,17,1,1,5,4.0,8.6,0,0.125
17,Azerbaijan Grand Prix,2025-09-21,high_speed,C LECLERC,LEC,16,Ferrari,10.0,9.0,2.0,Finished,0 days 00:00:36.774000,10.0,2025,18,0,1,5,9.0,8.8,0,0.11764705882352941
18,Singapore Grand Prix,2025-10-05,technical,C LECLERC,LEC,16,Ferrari,7.0,6.0,8.0,Finished,0 days 00:00:45.996000,7.0,2025,19,2,1,5,6.0,7.8,0,0.1111111111111111
19,United States Grand Prix,2025-10-19,balanced,C LECLERC,LEC,16,Ferrari,3.0,3.0,15.0,Finished,0 days 00:00:15.373000,3.0,2025,20,1,1,5,3.0,8.4,0,0.10526315789473684
20,Mexico City Grand Prix,2025-10-26,balanced,C LECLERC,LEC,16,Ferrari,2.0,2.0,18.0,Finished,0 days 00:00:30.324000,2.0,2025,21,1,1,5,2.0,8.2,0,0.1
21,São Paulo Grand Prix,2025-11-09,balanced,C LECLERC,LEC,16,Ferrari,3.0,19.0,0.0,Retired,,3.0,2025,22,1,1,5,19.0,4.8,1,0.09523809523809523
22,Las Vegas Grand Prix,2025-11-22,balanced,C LECLERC,LEC,16,Ferrari,9.0,4.0,12.0,Finished,0 days 00:00:30.678000,9.0,2025,23,1,1,5,4.0,7.8,0,0.13636363636363635
23,Qatar Grand Prix,2025-11-30,high_speed,C LECLERC,LEC,16,Ferrari,10.0,8.0,4.0,Finished,0 days 00:00:56.785000,10.0,2025,24,0,1,5,8.0,6.8,0,0.13043478260869565
0,Pre-Season Testing,2025-02-28,balanced,C SAINZ,SAI,55,Williams,18.0,10.0,1.0,Lapped,0 days 00:00:10.754000,20.0,2025,1,1,1,9,10.0,10.071428571428571,1,0.4166666666666666
1,Australian Grand Prix,2025-03-16,balanced,C SAINZ,SAI,55,Williams,10.0,18.0,0.0,Retired,,10.0,2025,2,1,1,9,18.0,10.0,1,1.0
2,Chinese Grand Prix,2025-03-23,balanced,C SAINZ,SAI,55,Williams,15.0,10.0,1.0,Finished,0 days 00:01:16.387000,15.0,2025,3,1,1,9,10.0,14.0,0,1.0
3,Japanese Grand Prix,2025-04-06,balanced,C SAINZ,SAI,55,Williams,15.0,14.0,0.0,Finished,0 days 00:01:14.129000,12.0,2025,4,1,1,9,14.0,12.666666666666666,0,0.6666666666666666
4,Bahrain Grand Prix,2025-04-13,high_speed,C SAINZ,SAI,55,Williams,8.0,19.0,0.0,Retired,,8.0,2025,5,0,1,9,19.0,13.0,1,0.5
5,Saudi Arabian Grand Prix,2025-04-20,balanced,C SAINZ,SAI,55,Williams,6.0,8.0,4.0,Finished,0 days 00:01:04.630000,6.0,2025,6,1,1,9,8.0,14.2,0,0.6
6,Miami Grand Prix,2025-05-04,high_speed,C SAINZ,SAI,55,Williams,6.0,9.0,2.0,Finished,0 days 00:01:00.577000,6.0,2025,7,0,1,9,9.0,13.8,0,0.5
7,Emilia Romagna Grand Prix,2025-05-18,balanced,C SAINZ,SAI,55,Williams,6.0,8.0,4.0,Finished,0 days 00:00:22.898000,6.0,2025,8,1,1,9,8.0,12.0,0,0.42857142857142855
8,Monaco Grand Prix,2025-05-25,technical,C SAINZ,SAI,55,Williams,11.0,10.0,1.0,Lapped,0 days 00:00:15.232000,11.0,2025,9,2,1,9,10.0,11.6,1,0.375
9,Spanish Grand Prix,2025-06-01,balanced,C SAINZ,SAI,55,Williams,17.0,14.0,0.0,Finished,0 days 00:00:29.309000,18.0,2025,10,1,1,9,14.0,10.8,0,0.4444444444444444
10,Canadian Grand Prix,2025-06-15,balanced,C SAINZ,SAI,55,Williams,16.0,10.0,1.0,Lapped,0 days 00:00:01.886000,17.0,2025,11,1,1,9,10.0,9.8,1,0.4
11,Austrian Grand Prix,2025-06-29,balanced,C SAINZ,SAI,55,Williams,19.0,20.0,0.0,Did not start,,19.0,2025,12,1,1,9,20.0,10.2,1,0.45454545454545453
12,British Grand Prix,2025-07-06,balanced,C SAINZ,SAI,55,Williams,9.0,12.0,0.0,Finished,0 days 00:01:16.592000,11.0,2025,13,1,1,9,12.0,12.4,0,0.5
13,Belgian Grand Prix,2025-07-27,balanced,C SAINZ,SAI,55,Williams,17.0,18.0,0.0,Finished,0 days 00:01:32.024000,15.0,2025,14,1,1,9,18.0,13.2,0,0.46153846153846156
14,Hungarian Grand Prix,2025-08-03,balanced,C SAINZ,SAI,55,Williams,13.0,14.0,0.0,Lapped,0 days 00:00:33.326000,13.0,2025,15,1,1,9,14.0,14.8,1,0.42857142857142855
15,Dutch Grand Prix,2025-08-31,balanced,C SAINZ,SAI,55,Williams,9.0,13.0,0.0,Finished,0 days 00:00:17.376000,9.0,2025,16,1,1,9,13.0,14.8,0,0.4666666666666667
16,Italian Grand Prix,2025-09-07,balanced,C SAINZ,SAI,55,Williams,13.0,11.0,0.0,Finished,0 days 00:01:04.469000,13.0,2025,17,1,1,9,11.0,15.4,0,0.4375
17,Azerbaijan Grand Prix,2025-09-21,high_speed,C SAINZ,SAI,55,Williams,2.0,3.0,15.0,Finished,0 days 00:00:19.199000,2.0,2025,18,0,1,9,3.0,13.6,0,0.4117647058823529
18,Singapore Grand Prix,2025-10-05,technical,C SAINZ,SAI,55,Williams,18.0,10.0,1.0,Lapped,0 days 00:00:10.754000,20.0,2025,19,2,1,9,10.0,11.8,1,0.3888888888888889
19,United States Grand Prix,2025-10-19,balanced,C SAINZ,SAI,55,Williams,9.0,20.0,0.0,Retired,,9.0,2025,20,1,1,9,20.0,10.2,1,0.42105263157894735
20,Mexico City Grand Prix,2025-10-26,balanced,C SAINZ,SAI,55,Williams,12.0,17.0,0.0,Retired,,7.0,2025,21,1,1,9,17.0,11.4,1,0.45
21,São Paulo Grand Prix,2025-11-09,balanced,C SAINZ,SAI,55,Williams,15.0,13.0,0.0,Finished,0 days 00:00:55.420000,15.0,2025,22,1,1,9,13.0,12.2,0,0.47619047619047616
22,Las Vegas Grand Prix,2025-11-22,balanced,C SAINZ,SAI,55,Williams,3.0,5.0,10.0,Finished,0 days 00:00:34.924000,3.0,2025,23,1,1,9,5.0,12.6,0,0.45454545454545453
23,Qatar Grand Prix,2025-11-30,high_speed,C SAINZ,SAI,55,Williams,7.0,3.0,15.0,Finished,0 days 00:00:22.665000,7.0,2025,24,0,1,9,3.0,13.0,0,0.43478260869565216
0,Pre-Season Testing,2025-02-28,balanced,E OCON,OCO,31,Haas F1 Team,17.0,18.0,0.0,Lapped,0 days 00:00:47.133000,17.0,2025,1,1,2,17,18.0,12.2,1,0.375
1,Australian Grand Prix,2025-03-16,balanced,E OCON,OCO,31,Haas F1 Team,19.0,13.0,0.0,Finished,0 days 00:00:33.161000,19.0,2025,2,1,2,17,13.0,18.0,0,1.0
2,Chinese Grand Prix,2025-03-23,balanced,E OCON,OCO,31,Haas F1 Team,11.0,5.0,10.0,Finished,0 days 00:00:49.969000,11.0,2025,3,1,2,17,5.0,15.5,0,0.5
3,Japanese Grand Prix,2025-04-06,balanced,E OCON,OCO,31,Haas F1 Team,18.0,18.0,0.0,Finished,0 days 00:01:23.438000,18.0,2025,4,1,2,17,18.0,12.0,0,0.3333333333333333
4,Bahrain Grand Prix,2025-04-13,high_speed,E OCON,OCO,31,Haas F1 Team,14.0,8.0,4.0,Finished,0 days 00:00:44.244000,14.0,2025,5,0,2,17,8.0,13.5,0,0.25
5,Saudi Arabian Grand Prix,2025-04-20,balanced,E OCON,OCO,31,Haas F1 Team,19.0,14.0,0.0,Finished,0 days 00:01:39.723000,19.0,2025,6,1,2,17,14.0,12.4,0,0.2
6,Miami Grand Prix,2025-05-04,high_speed,E OCON,OCO,31,Haas F1 Team,9.0,12.0,0.0,Finished,0 days 00:01:22.006000,9.0,2025,7,0,2,17,12.0,11.6,0,0.16666666666666666
7,Emilia Romagna Grand Prix,2025-05-18,balanced,E OCON,OCO,31,Haas F1 Team,18.0,20.0,0.0,Retired,,18.0,2025,8,1,2,17,20.0,11.4,1,0.14285714285714285
8,Monaco Grand Prix,2025-05-25,technical,E OCON,OCO,31,Haas F1 Team,8.0,7.0,6.0,Lapped,0 days 00:01:06.029000,8.0,2025,9,2,2,17,7.0,14.4,1,0.25
9,Spanish Grand Prix,2025-06-01,balanced,E OCON,OCO,31,Haas F1 Team,16.0,16.0,0.0,Finished,0 days 00:00:32.197000,17.0,2025,10,1,2,17,16.0,12.2,0,0.3333333333333333
10,Canadian Grand Prix,2025-06-15,balanced,E OCON,OCO,31,Haas F1 Team,14.0,9.0,2.0,Lapped,0 days 00:00:01.473000,15.0,2025,11,1,2,17,9.0,13.8,1,0.3
11,Austrian Grand Prix,2025-06-29,balanced,E OCON,OCO,31,Haas F1 Team,17.0,10.0,1.0,Lapped,0 days 00:00:09.986000,17.0,2025,12,1,2,17,10.0,12.8,1,0.36363636363636365
12,British Grand Prix,2025-07-06,balanced,E OCON,OCO,31,Haas F1 Team,14.0,13.0,0.0,Finished,0 days 00:01:17.301000,15.0,2025,13,1,2,17,13.0,12.4,0,0.4166666666666667
13,Belgian Grand Prix,2025-07-27,balanced,E OCON,OCO,31,Haas F1 Team,11.0,15.0,0.0,Finished,0 days 00:01:26.063000,11.0,2025,14,1,2,17,15.0,11.0,0,0.38461538461538464
14,Hungarian Grand Prix,2025-08-03,balanced,E OCON,OCO,31,Haas F1 Team,17.0,16.0,0.0,Lapped,0 days 00:00:45.258000,18.0,2025,15,1,2,17,16.0,12.6,1,0.35714285714285715
15,Dutch Grand Prix,2025-08-31,balanced,E OCON,OCO,31,Haas F1 Team,18.0,10.0,1.0,Finished,0 days 00:00:14.063000,18.0,2025,16,1,2,17,10.0,12.6,0,0.4
16,Italian Grand Prix,2025-09-07,balanced,E OCON,OCO,31,Haas F1 Team,15.0,15.0,0.0,Lapped,0 days 00:00:02.135000,15.0,2025,17,1,2,17,15.0,12.8,1,0.375
17,Azerbaijan Grand Prix,2025-09-21,high_speed,E OCON,OCO,31,Haas F1 Team,20.0,14.0,0.0,Finished,0 days 00:01:17.580000,20.0,2025,18,0,2,17,14.0,13.8,0,0.4117647058823529
18,Singapore Grand Prix,2025-10-05,technical,E OCON,OCO,31,Haas F1 Team,17.0,18.0,0.0,Lapped,0 days 00:00:47.133000,17.0,2025,19,2,2,17,18.0,14.0,1,0.3888888888888889
19,United States Grand Prix,2025-10-19,balanced,E OCON,OCO,31,Haas F1 Team,17.0,15.0,0.0,Finished,0 days 00:01:23.043000,17.0,2025,20,1,2,17,15.0,14.6,0,0.42105263157894735
20,Mexico City Grand Prix,2025-10-26,balanced,E OCON,OCO,31,Haas F1 Team,11.0,9.0,2.0,Finished,0 days 00:01:15.464000,12.0,2025,21,1,2,17,9.0,14.4,0,0.4
21,São Paulo Grand Prix,2025-11-09,balanced,E OCON,OCO,31,Haas F1 Team,20.0,12.0,0.0,Finished,0 days 00:00:54.696000,17.0,2025,22,1,2,17,12.0,14.2,0,0.38095238095238093
22,Las Vegas Grand Prix,2025-11-22,balanced,E OCON,OCO,31,Haas F1 Team,13.0,9.0,2.0,Finished,0 days 00:01:00.635000,13.0,2025,23,1,2,17,9.0,13.6,0,0.36363636363636365
23,Qatar Grand Prix,2025-11-30,high_speed,E OCON,OCO,31,Haas F1 Team,16.0,15.0,0.0,Lapped,0 days 00:00:04.253000,17.0,2025,24,0,2,17,15.0,12.6,1,0.34782608695652173
0,Pre-Season Testing,2025-02-28,balanced,F ALONSO,ALO,14,Aston Martin,10.0,7.0,6.0,Finished,0 days 00:01:20.667000,10.0,2025,1,1,2,6,7.0,10.235294117647058,0,0.2916666666666666
1,Australian Grand Prix,2025-03-16,balanced,F ALONSO,ALO,14,Aston Martin,12.0,17.0,0.0,Retired,,12.0,2025,2,1,2,6,17.0,7.0,1,0.0
2,Chinese Grand Prix,2025-03-23,balanced,F ALONSO,ALO,14,Aston Martin,13.0,17.0,0.0,Retired,,13.0,2025,3,1,2,6,17.0,12.0,1,0.5
3,Japanese Grand Prix,2025-04-06,balanced,F ALONSO,ALO,14,Aston Martin,12.0,11.0,0.0,Finished,0 days 00:00:57.333000,13.0,2025,4,1,2,6,11.0,13.666666666666666,0,0.6666666666666666
4,Bahrain Grand Prix,2025-04-13,high_speed,F ALONSO,ALO,14,Aston Martin,13.0,15.0,0.0,Finished,0 days 00:01:00.340000,13.0,2025,5,0,2,6,15.0,13.0,0,0.5
5,Saudi Arabian Grand Prix,2025-04-20,balanced,F ALONSO,ALO,14,Aston Martin,13.0,11.0,0.0,Finished,0 days 00:01:15.917000,13.0,2025,6,1,2,6,11.0,13.4,0,0.4
6,Miami Grand Prix,2025-05-04,high_speed,F ALONSO,ALO,14,Aston Martin,17.0,15.0,0.0,Lapped,0 days 00:00:20.979000,17.0,2025,7,0,2,6,15.0,14.2,1,0.3333333333333333
7,Emilia Romagna Grand Prix,2025-05-18,balanced,F ALONSO,ALO,14,Aston Martin,5.0,11.0,0.0,Finished,0 days 00:00:27.250000,5.0,2025,8,1,2,6,11.0,13.8,0,0.42857142857142855
8,Monaco Grand Prix,2025-05-25,technical,F ALONSO,ALO,14,Aston Martin,6.0,19.0,0.0,Retired,,7.0,2025,9,2,2,6,19.0,12.6,1,0.375
9,Spanish Grand Prix,2025-06-01,balanced,F ALONSO,ALO,14,Aston Martin,10.0,9.0,2.0,Finished,0 days 00:00:21.564000,10.0,2025,10,1,2,6,9.0,14.2,0,0.4444444444444444
10,Canadian Grand Prix,2025-06-15,balanced,F ALONSO,ALO,14,Aston Martin,6.0,7.0,6.0,Finished,0 days 00:00:10.972000,6.0,2025,11,1,2,6,7.0,13.0,0,0.4
11,Austrian Grand Prix,2025-06-29,balanced,F ALONSO,ALO,14,Aston Martin,11.0,7.0,6.0,Lapped,0 days 00:00:01.437000,11.0,2025,12,1,2,6,7.0,12.2,1,0.36363636363636365
12,British Grand Prix,2025-07-06,balanced,F ALONSO,ALO,14,Aston Martin,7.0,9.0,2.0,Finished,0 days 00:01:05.858000,9.0,2025,13,1,2,6,9.0,10.6,0,0.4166666666666667
13,Belgian Grand Prix,2025-07-27,balanced,F ALONSO,ALO,14,Aston Martin,20.0,17.0,0.0,Finished,0 days 00:01:27.924000,19.0,2025,14,1,2,6,17.0,10.2,0,0.38461538461538464
14,Hungarian Grand Prix,2025-08-03,balanced,F ALONSO,ALO,14,Aston Martin,5.0,5.0,10.0,Finished,0 days 00:00:59.040000,5.0,2025,15,1,2,6,5.0,9.8,0,0.35714285714285715
15,Dutch Grand Prix,2025-08-31,balanced,F ALONSO,ALO,14,Aston Martin,10.0,8.0,4.0,Finished,0 days 00:00:11.709000,10.0,2025,16,1,2,6,8.0,9.0,0,0.3333333333333333
16,Italian Grand Prix,2025-09-07,balanced,F ALONSO,ALO,14,Aston Martin,8.0,19.0,0.0,Retired,,9.0,2025,17,1,2,6,19.0,9.2,1,0.3125
17,Azerbaijan Grand Prix,2025-09-21,high_speed,F ALONSO,ALO,14,Aston Martin,11.0,15.0,0.0,Finished,0 days 00:01:18.707000,11.0,2025,18,0,2,6,15.0,11.6,0,0.35294117647058826
18,Singapore Grand Prix,2025-10-05,technical,F ALONSO,ALO,14,Aston Martin,10.0,7.0,6.0,Finished,0 days 00:01:20.667000,10.0,2025,19,2,2,6,7.0,12.8,0,0.3333333333333333
19,United States Grand Prix,2025-10-19,balanced,F ALONSO,ALO,14,Aston Martin,10.0,10.0,1.0,Finished,0 days 00:01:10.001000,10.0,2025,20,1,2,6,10.0,10.8,0,0.3157894736842105
20,Mexico City Grand Prix,2025-10-26,balanced,F ALONSO,ALO,14,Aston Martin,14.0,18.0,0.0,Retired,,14.0,2025,21,1,2,6,18.0,11.8,1,0.3
21,São Paulo Grand Prix,2025-11-09,balanced,F ALONSO,ALO,14,Aston Martin,11.0,14.0,0.0,Finished,0 days 00:00:55.766000,11.0,2025,22,1,2,6,14.0,13.8,0,0.3333333333333333
