Round,Race,Date,TrackType,Driver,DriverCode,DriverNumber,Team,GridPosition,Position,Points,Status,Time,QualifyingPosition,Season,GlobalRound,TrackTypeIdx,TierCode,DriverIdx,EffectivePosition,Recent5Avg,IsDNF,CumDNFRate
22,Las Vegas Grand Prix,2025-11-22,balanced,F ALONSO,ALO,14,Aston Martin,7.0,11.0,0.0,Finished,0 days 00:01:25.308000,7.0,2025,23,1,2,6,11.0,12.8,0,0.3181818181818182
23,Qatar Grand Prix,2025-11-30,high_speed,F ALONSO,ALO,14,Aston Martin,8.0,7.0,6.0,Finished,0 days 00:00:54.045000,8.0,2025,24,0,2,6,7.0,12.0,0,0.30434782608695654
0,Pre-Season Testing,2025-02-28,balanced,F COLAPINTO,COL,43,Alpine,16.0,16.0,0.0,Lapped,0 days 00:00:42.890000,16.0,2025,1,1,2,15,16.0,15.2,1,0.7222222222222222
7,Emilia Romagna Grand Prix,2025-05-18,balanced,F COLAPINTO,COL,43,Alpine,16.0,16.0,0.0,Finished,0 days 00:00:33.411000,15.0,2025,8,1,2,15,16.0,16.0,0,1.0
8,Monaco Grand Prix,2025-05-25,technical,F COLAPINTO,COL,43,Alpine,18.0,13.0,0.0,Lapped,0 days 00:00:57.114000,20.0,2025,9,2,2,15,13.0,16.0,1,0.5
9,Spanish Grand Prix,2025-06-01,balanced,F COLAPINTO,COL,43,Alpine,18.0,15.0,0.0,Finished,0 days 00:00:31.381000,19.0,2025,10,1,2,15,15.0,15.0,0,0.6666666666666666
10,Canadian Grand Prix,2025-06-15,balanced,F COLAPINTO,COL,43,Alpine,10.0,13.0,0.0,Lapped,0 days 00:00:07.018000,12.0,2025,11,1,2,15,13.0,15.0,1,0.5
11,Austrian Grand Prix,2025-06-29,balanced,F COLAPINTO,COL,43,Alpine,14.0,15.0,0.0,Lapped,0 days 00:00:42.692000,14.0,2025,12,1,2,15,15.0,14.6,1,0.6
12,British Grand Prix,2025-07-06,balanced,F COLAPINTO,COL,43,Alpine,20.0,20.0,0.0,Did not start,,20.0,2025,13,1,2,15,20.0,14.4,1,0.6666666666666666
13,Belgian Grand Prix,2025-07-27,balanced,F COLAPINTO,COL,43,Alpine,15.0,19.0,0.0,Finished,0 days 00:01:35.250000,17.0,2025,14,1,2,15,19.0,15.2,0,0.7142857142857143
14,Hungarian Grand Prix,2025-08-03,balanced,F COLAPINTO,COL,43,Alpine,14.0,18.0,0.0,Lapped,0 days 00:00:47.370000,14.0,2025,15,1,2,15,18.0,16.4,1,0.625
15,Dutch Grand Prix,2025-08-31,balanced,F COLAPINTO,COL,43,Alpine,16.0,11.0,0.0,Finished,0 days 00:00:14.511000,16.0,2025,16,1,2,15,11.0,17.0,0,0.6666666666666666
16,Italian Grand Prix,2025-09-07,balanced,F COLAPINTO,COL,43,Alpine,17.0,17.0,0.0,Lapped,0 days 00:00:07.448000,18.0,2025,17,1,2,15,17.0,16.6,1,0.6
17,Azerbaijan Grand Prix,2025-09-21,high_speed,F COLAPINTO,COL,43,Alpine,16.0,19.0,0.0,Lapped,0 days 00:00:06.325000,16.0,2025,18,0,2,15,19.0,17.0,1,0.6363636363636364
18,Singapore Grand Prix,2025-10-05,technical,F COLAPINTO,COL,43,Alpine,16.0,16.0,0.0,Lapped,0 days 00:00:42.890000,16.0,2025,19,2,2,15,16.0,16.8,1,0.6666666666666666
19,United States Grand Prix,2025-10-19,balanced,F COLAPINTO,COL,43,Alpine,15.0,17.0,0.0,Lapped,0 days 00:00:02.307000,15.0,2025,20,1,2,15,17.0,16.2,1,0.6923076923076923
20,Mexico City Grand Prix,2025-10-26,balanced,F COLAPINTO,COL,43,Alpine,20.0,16.0,0.0,Lapped,0 days 00:00:44.376000,20.0,2025,21,1,2,15,16.0,16.0,1,0.7142857142857143
21,São Paulo Grand Prix,2025-11-09,balanced,F COLAPINTO,COL,43,Alpine,16.0,15.0,0.0,Finished,0 days 00:00:57.777000,18.0,2025,22,1,2,15,15.0,17.0,0,0.7333333333333333
22,Las Vegas Grand Prix,2025-11-22,balanced,F COLAPINTO,COL,43,Alpine,15.0,15.0,0.0,Lapped,0 days 00:00:10.459000,15.0,2025,23,1,2,15,15.0,16.6,1,0.6875
23,Qatar Grand Prix,2025-11-30,high_speed,F COLAPINTO,COL,43,Alpine,20.0,14.0,0.0,Lapped,0 days 00:00:03.283000,20.0,2025,24,0,2,15,14.0,15.8,1,0.7058823529411765
0,Pre-Season Testing,2025-02-28,balanced,G BORTOLETO,BOR,5,Kick Sauber,14.0,17.0,0.0,Lapped,0 days 00:00:46.753000,14.0,2025,1,1,2,16,17.0,12.636363636363637,1,0.5416666666666667
1,Australian Grand Prix,2025-03-16,balanced,G BORTOLETO,BOR,5,Kick Sauber,15.0,16.0,0.0,Retired,,15.0,2025,2,1,2,16,16.0,17.0,1,1.0
2,Chinese Grand Prix,2025-03-23,balanced,G BORTOLETO,BOR,5,Kick Sauber,19.0,14.0,0.0,Lapped,0 days 00:00:10.756000,19.0,2025,3,1,2,16,14.0,16.5,1,1.0
3,Japanese Grand Prix,2025-04-06,balanced,G BORTOLETO,BOR,5,Kick Sauber,17.0,19.0,0.0,Finished,0 days 00:01:23.897000,17.0,2025,4,1,2,16,19.0,15.666666666666666,0,1.0
4,Bahrain Grand Prix,2025-04-13,high_speed,G BORTOLETO,BOR,5,Kick Sauber,18.0,18.0,0.0,Finished,0 days 00:01:06.872000,18.0,2025,5,0,2,16,18.0,16.5,0,0.75
5,Saudi Arabian Grand Prix,2025-04-20,balanced,G BORTOLETO,BOR,5,Kick Sauber,20.0,18.0,0.0,Lapped,0 days 00:00:19.306000,20.0,2025,6,1,2,16,18.0,16.8,1,0.6
6,Miami Grand Prix,2025-05-04,high_speed,G BORTOLETO,BOR,5,Kick Sauber,13.0,18.0,0.0,Retired,,13.0,2025,7,0,2,16,18.0,17.0,1,0.6666666666666666
7,Emilia Romagna Grand Prix,2025-05-18,balanced,G BORTOLETO,BOR,5,Kick Sauber,14.0,18.0,0.0,Finished,0 days 00:00:38.572000,14.0,2025,8,1,2,16,18.0,17.4,0,0.7142857142857143
8,Monaco Grand Prix,2025-05-25,technical,G BORTOLETO,BOR,5,Kick Sauber,16.0,14.0,0.0,Lapped,0 days 00:01:08.424000,16.0,2025,9,2,2,16,14.0,18.2,1,0.625
9,Spanish Grand Prix,2025-06-01,balanced,G BORTOLETO,BOR,5,Kick Sauber,12.0,12.0,0.0,Finished,0 days 00:00:25.996000,12.0,2025,10,1,2,16,12.0,17.2,0,0.6666666666666666
10,Canadian Grand Prix,2025-06-15,balanced,G BORTOLETO,BOR,5,Kick Sauber,15.0,14.0,0.0,Lapped,0 days 00:00:07.879000,16.0,2025,11,1,2,16,14.0,16.0,1,0.6
11,Austrian Grand Prix,2025-06-29,balanced,G BORTOLETO,BOR,5,Kick Sauber,8.0,8.0,4.0,Lapped,0 days 00:00:01.952000,8.0,2025,12,1,2,16,8.0,15.2,1,0.6363636363636364
12,British Grand Prix,2025-07-06,balanced,G BORTOLETO,BOR,5,Kick Sauber,16.0,18.0,0.0,Retired,,17.0,2025,13,1,2,16,18.0,13.2,1,0.6666666666666666
13,Belgian Grand Prix,2025-07-27,balanced,G BORTOLETO,BOR,5,Kick Sauber,10.0,9.0,2.0,Finished,0 days 00:00:56.434000,10.0,2025,14,1,2,16,9.0,13.2,0,0.6923076923076923
14,Hungarian Grand Prix,2025-08-03,balanced,G BORTOLETO,BOR,5,Kick Sauber,7.0,6.0,8.0,Finished,0 days 00:01:06.169000,7.0,2025,15,1,2,16,6.0,12.2,0,0.6428571428571429
15,Dutch Grand Prix,2025-08-31,balanced,G BORTOLETO,BOR,5,Kick Sauber,13.0,15.0,0.0,Finished,0 days 00:00:21.565000,13.0,2025,16,1,2,16,15.0,11.0,0,0.6
16,Italian Grand Prix,2025-09-07,balanced,G BORTOLETO,BOR,5,Kick Sauber,7.0,8.0,4.0,Finished,0 days 00:00:58.484000,8.0,2025,17,1,2,16,8.0,11.2,0,0.5625
17,Azerbaijan Grand Prix,2025-09-21,high_speed,G BORTOLETO,BOR,5,Kick Sauber,13.0,11.0,0.0,Finished,0 days 00:01:07.606000,13.0,2025,18,0,2,16,11.0,11.2,0,0.5294117647058824
18,Singapore Grand Prix,2025-10-05,technical,G BORTOLETO,BOR,5,Kick Sauber,14.0,17.0,0.0,Lapped,0 days 00:00:46.753000,14.0,2025,19,2,2,16,17.0,9.8,1,0.5
19,United States Grand Prix,2025-10-19,balanced,G BORTOLETO,BOR,5,Kick Sauber,16.0,18.0,0.0,Lapped,0 days 00:00:03.557000,16.0,2025,20,1,2,16,18.0,11.4,1,0.5263157894736842
20,Mexico City Grand Prix,2025-10-26,balanced,G BORTOLETO,BOR,5,Kick Sauber,16.0,10.0,1.0,Finished,0 days 00:01:16.863000,16.0,2025,21,1,2,16,10.0,13.8,0,0.55
21,São Paulo Grand Prix,2025-11-09,balanced,G BORTOLETO,BOR,5,Kick Sauber,18.0,20.0,0.0,Retired,,18.0,2025,22,1,2,16,20.0,12.8,1,0.5238095238095238
22,Las Vegas Grand Prix,2025-11-22,balanced,G BORTOLETO,BOR,5,Kick Sauber,18.0,17.0,0.0,Retired,,18.0,2025,23,1,2,16,17.0,15.2,1,0.5454545454545454
23,Qatar Grand Prix,2025-11-30,high_speed,G BORTOLETO,BOR,5,Kick Sauber,19.0,13.0,0.0,Finished,0 days 00:01:24.812000,14.0,2025,24,0,2,16,13.0,16.4,0,0.5652173913043478
0,Pre-Season Testing,2025-02-28,balanced,G RUSSELL,RUS,63,Mercedes,1.0,1.0,25.0,Finished,0 days 01:40:22.367000,1.0,2025,1,1,0,0,1.0,4.086956521739131,0,0.0416666666666666
1,Australian Grand Prix,2025-03-16,balanced,G RUSSELL,RUS,63,Mercedes,4.0,3.0,15.0,Finished,0 days 00:00:08.481000,4.0,2025,2,1,0,0,3.0,1.0,0,0.0
2,Chinese Grand Prix,2025-03-23,balanced,G RUSSELL,RUS,63,Mercedes,2.0,3.0,15.0,Finished,0 days 00:00:11.097000,2.0,2025,3,1,0,0,3.0,2.0,0,0.0
3,Japanese Grand Prix,2025-04-06,balanced,G RUSSELL,RUS,63,Mercedes,5.0,5.0,10.0,Finished,0 days 00:00:17.362000,5.0,2025,4,1,0,0,5.0,2.3333333333333335,0,0.0
4,Bahrain Grand Prix,2025-04-13,high_speed,G RUSSELL,RUS,63,Mercedes,3.0,2.0,18.0,Finished,0 days 00:00:15.499000,2.0,2025,5,0,0,0,2.0,3.0,0,0.0
5,Saudi Arabian Grand Prix,2025-04-20,balanced,G RUSSELL,RUS,63,Mercedes,3.0,5.0,10.0,Finished,0 days 00:00:27.236000,3.0,2025,6,1,0,0,5.0,2.8,0,0.0
6,Miami Grand Prix,2025-05-04,high_speed,G RUSSELL,RUS,63,Mercedes,5.0,3.0,15.0,Finished,0 days 00:00:37.644000,5.0,2025,7,0,0,0,3.0,3.6,0,0.0
7,Emilia Romagna Grand Prix,2025-05-18,balanced,G RUSSELL,RUS,63,Mercedes,3.0,7.0,6.0,Finished,0 days 00:00:22.034000,3.0,2025,8,1,0,0,7.0,3.6,0,0.0
8,Monaco Grand Prix,2025-05-25,technical,G RUSSELL,RUS,63,Mercedes,14.0,11.0,0.0,Lapped,0 days 00:00:33.844000,14.0,2025,9,2,0,0,11.0,4.4,1,0.0
9,Spanish Grand Prix,2025-06-01,balanced,G RUSSELL,RUS,63,Mercedes,4.0,4.0,12.0,Finished,0 days 00:00:11.359000,4.0,2025,10,1,0,0,4.0,5.6,0,0.1111111111111111
10,Canadian Grand Prix,2025-06-15,balanced,G RUSSELL,RUS,63,Mercedes,1.0,1.0,25.0,Finished,0 days 01:31:52.688000,1.0,2025,11,1,0,0,1.0,6.0,0,0.1
11,Austrian Grand Prix,2025-06-29,balanced,G RUSSELL,RUS,63,Mercedes,5.0,5.0,10.0,Finished,0 days 00:01:02.396000,5.0,2025,12,1,0,0,5.0,5.2,0,0.09090909090909091
12,British Grand Prix,2025-07-06,balanced,G RUSSELL,RUS,63,Mercedes,4.0,10.0,1.0,Finished,0 days 00:01:10.674000,4.0,2025,13,1,0,0,10.0,5.6,0,0.08333333333333333
13,Belgian Grand Prix,2025-07-27,balanced,G RUSSELL,RUS,63,Mercedes,6.0,5.0,10.0,Finished,0 days 00:00:34.863000,6.0,2025,14,1,0,0,5.0,6.2,0,0.07692307692307693
14,Hungarian Grand Prix,2025-08-03,balanced,G RUSSELL,RUS,63,Mercedes,4.0,3.0,15.0,Finished,0 days 00:00:21.916000,4.0,2025,15,1,0,0,3.0,5.0,0,0.07142857142857142
15,Dutch Grand Prix,2025-08-31,balanced,G RUSSELL,RUS,63,Mercedes,5.0,4.0,12.0,Finished,0 days 00:00:05.654000,5.0,2025,16,1,0,0,4.0,4.8,0,0.06666666666666667
16,Italian Grand Prix,2025-09-07,balanced,G RUSSELL,RUS,63,Mercedes,5.0,5.0,10.0,Finished,0 days 00:00:32.881000,6.0,2025,17,1,0,0,5.0,5.4,0,0.0625
17,Azerbaijan Grand Prix,2025-09-21,high_speed,G RUSSELL,RUS,63,Mercedes,5.0,2.0,18.0,Finished,0 days 00:00:14.609000,5.0,2025,18,0,0,0,2.0,5.4,0,0.058823529411764705
18,Singapore Grand Prix,2025-10-05,technical,G RUSSELL,RUS,63,Mercedes,1.0,1.0,25.0,Finished,0 days 01:40:22.367000,1.0,2025,19,2,0,0,1.0,3.8,0,0.05555555555555555
19,United States Grand Prix,2025-10-19,balanced,G RUSSELL,RUS,63,Mercedes,4.0,6.0,8.0,Finished,0 days 00:00:33.456000,4.0,2025,20,1,0,0,6.0,3.0,0,0.05263157894736842
20,Mexico City Grand Prix,2025-10-26,balanced,G RUSSELL,RUS,63,Mercedes,4.0,7.0,6.0,Finished,0 days 00:00:50.287000,4.0,2025,21,1,0,0,7.0,3.6,0,0.05
21,São Paulo Grand Prix,2025-11-09,balanced,G RUSSELL,RUS,63,Mercedes,6.0,4.0,12.0,Finished,0 days 00:00:15.267000,6.0,2025,22,1,0,0,4.0,4.2,0,0.047619047619047616
22,Las Vegas Grand Prix,2025-11-22,balanced,G RUSSELL,RUS,63,Mercedes,4.0,2.0,18.0,Finished,0 days 00:00:23.546000,4.0,2025,23,1,0,0,2.0,4.0,0,0.045454545454545456
23,Qatar Grand Prix,2025-11-30,high_speed,G RUSSELL,RUS,63,Mercedes,4.0,6.0,8.0,Finished,0 days 00:00:48.599000,4.0,2025,24,0,0,0,6.0,4.0,0,0.043478260869565216
0,Pre-Season Testing,2025-02-28,balanced,I HADJAR,HAD,6,Racing Bulls,8.0,11.0,0.0,Lapped,0 days 00:00:17.335000,8.0,2025,1,1,2,10,11.0,9.384615384615383,1,0.4583333333333333
1,Australian Grand Prix,2025-03-16,balanced,I HADJAR,HAD,6,Racing Bulls,11.0,20.0,0.0,Retired,,11.0,2025,2,1,2,10,20.0,11.0,1,1.0
2,Chinese Grand Prix,2025-03-23,balanced,I HADJAR,HAD,6,Racing Bulls,7.0,11.0,0.0,Finished,0 days 00:01:18.875000,7.0,2025,3,1,2,10,11.0,15.5,0,1.0
3,Japanese Grand Prix,2025-04-06,balanced,I HADJAR,HAD,6,Racing Bulls,7.0,8.0,4.0,Finished,0 days 00:00:37.134000,7.0,2025,4,1,2,10,8.0,14.0,0,0.6666666666666666
4,Bahrain Grand Prix,2025-04-13,high_speed,I HADJAR,HAD,6,Racing Bulls,12.0,13.0,0.0,Finished,0 days 00:00:56.314000,12.0,2025,5,0,2,10,13.0,12.5,0,0.5
5,Saudi Arabian Grand Prix,2025-04-20,balanced,I HADJAR,HAD,6,Racing Bulls,14.0,10.0,1.0,Finished,0 days 00:01:07.091000,14.0,2025,6,1,2,10,10.0,12.6,0,0.4
6,Miami Grand Prix,2025-05-04,high_speed,I HADJAR,HAD,6,Racing Bulls,11.0,11.0,0.0,Finished,0 days 00:01:14.602000,11.0,2025,7,0,2,10,11.0,12.4,0,0.3333333333333333
7,Emilia Romagna Grand Prix,2025-05-18,balanced,I HADJAR,HAD,6,Racing Bulls,9.0,9.0,2.0,Finished,0 days 00:00:23.586000,9.0,2025,8,1,2,10,9.0,10.6,0,0.2857142857142857
8,Monaco Grand Prix,2025-05-25,technical,I HADJAR,HAD,6,Racing Bulls,5.0,6.0,8.0,Lapped,0 days 00:01:05.082000,6.0,2025,9,2,2,10,6.0,10.2,1,0.25
9,Spanish Grand Prix,2025-06-01,balanced,I HADJAR,HAD,6,Racing Bulls,9.0,7.0,6.0,Finished,0 days 00:00:16.022000,9.0,2025,10,1,2,10,7.0,9.8,0,0.3333333333333333
10,Canadian Grand Prix,2025-06-15,balanced,I HADJAR,HAD,6,Racing Bulls,12.0,16.0,0.0,Lapped,0 days 00:00:08.737000,9.0,2025,11,1,2,10,16.0,8.6,1,0.3
11,Austrian Grand Prix,2025-06-29,balanced,I HADJAR,HAD,6,Racing Bulls,13.0,12.0,0.0,Lapped,0 days 00:00:27.957000,13.0,2025,12,1,2,10,12.0,9.8,1,0.36363636363636365
12,British Grand Prix,2025-07-06,balanced,I HADJAR,HAD,6,Racing Bulls,12.0,17.0,0.0,Retired,,13.0,2025,13,1,2,10,17.0,10.0,1,0.4166666666666667
13,Belgian Grand Prix,2025-07-27,balanced,I HADJAR,HAD,6,Racing Bulls,8.0,20.0,0.0,Lapped,0 days 00:00:12.942000,8.0,2025,14,1,2,10,20.0,11.6,1,0.46153846153846156
14,Hungarian Grand Prix,2025-08-03,balanced,I HADJAR,HAD,6,Racing Bulls,10.0,11.0,0.0,Lapped,0 days 00:00:08.500000,10.0,2025,15,1,2,10,11.0,14.4,1,0.5
15,Dutch Grand Prix,2025-08-31,balanced,I HADJAR,HAD,6,Racing Bulls,4.0,3.0,15.0,Finished,0 days 00:00:03.233000,4.0,2025,16,1,2,10,3.0,15.2,0,0.5333333333333333
16,Italian Grand Prix,2025-09-07,balanced,I HADJAR,HAD,6,Racing Bulls,19.0,10.0,1.0,Finished,0 days 00:01:03.891000,16.0,2025,17,1,2,10,10.0,12.6,0,0.5
17,Azerbaijan Grand Prix,2025-09-21,high_speed,I HADJAR,HAD,6,Racing Bulls,8.0,10.0,1.0,Finished,0 days 00:00:38.982000,8.0,2025,18,0,2,10,10.0,12.2,0,0.47058823529411764
18,Singapore Grand Prix,2025-10-05,technical,I HADJAR,HAD,6,Racing Bulls,8.0,11.0,0.0,Lapped,0 days 00:00:17.335000,8.0,2025,19,2,2,10,11.0,10.8,1,0.4444444444444444
19,United States Grand Prix,2025-10-19,balanced,I HADJAR,HAD,6,Racing Bulls,20.0,16.0,0.0,Finished,0 days 00:01:32.807000,20.0,2025,20,1,2,10,16.0,9.0,0,0.47368421052631576
20,Mexico City Grand Prix,2025-10-26,balanced,I HADJAR,HAD,6,Racing Bulls,8.0,13.0,0.0,Lapped,0 days 00:00:06.656000,9.0,2025,21,1,2,10,13.0,10.0,1,0.45
21,São Paulo Grand Prix,2025-11-09,balanced,I HADJAR,HAD,6,Racing Bulls,5.0,8.0,4.0,Finished,0 days 00:00:52.873000,5.0,2025,22,1,2,10,8.0,12.0,0,0.47619047619047616
22,Las Vegas Grand Prix,2025-11-22,balanced,I HADJAR,HAD,6,Racing Bulls,8.0,6.0,8.0,Finished,0 days 00:00:45.257000,8.0,2025,23,1,2,10,6.0,11.6,0,0.45454545454545453
23,Qatar Grand Prix,2025-11-30,high_speed,I HADJAR,HAD,6,Racing Bulls,6.0,18.0,0.0,Retired,,6.0,2025,24,0,2,10,18.0,10.8,1,0.43478260869565216
1,Australian Grand Prix,2025-03-16,balanced,J DOOHAN,DOO,7,Alpine,14.0,19.0,0.0,Retired,,14.0,2025,2,1,2,21,19.0,14.0,1,0.5
2,Chinese Grand Prix,2025-03-23,balanced,J DOOHAN,DOO,7,Alpine,18.0,13.0,0.0,Finished,0 days 00:01:28.401000,18.0,2025,3,1,2,21,13.0,19.0,0,1.0
3,Japanese Grand Prix,2025-04-06,balanced,J DOOHAN,DOO,7,Alpine,19.0,15.0,0.0,Finished,0 days 00:01:21.314000,19.0,2025,4,1,2,21,15.0,16.0,0,0.5
4,Bahrain Grand Prix,2025-04-13,high_speed,J DOOHAN,DOO,7,Alpine,11.0,14.0,0.0,Finished,0 days 00:00:57.806000,11.0,2025,5,0,2,21,14.0,15.666666666666666,0,0.3333333333333333
5,Saudi Arabian Grand Prix,2025-04-20,balanced,J DOOHAN,DOO,7,Alpine,17.0,17.0,0.0,Lapped,0 days 00:00:19.264000,17.0,2025,6,1,2,21,17.0,15.25,1,0.25
6,Miami Grand Prix,2025-05-04,high_speed,J DOOHAN,DOO,7,Alpine,14.0,20.0,0.0,Retired,,14.0,2025,7,0,2,21,20.0,15.6,1,0.4
0,Pre-Season Testing,2025-02-28,balanced,K ANTONELLI,ANT,12,Mercedes,4.0,5.0,10.0,Finished,0 days 00:00:33.681000,4.0,2025,1,1,0,4,5.0,7.176470588235294,0,0.2608695652173913
2,Chinese Grand Prix,2025-03-23,balanced,K ANTONELLI,ANT,12,Mercedes,8.0,6.0,8.0,Finished,0 days 00:00:53.748000,8.0,2025,3,1,0,4,6.0,5.0,0,0.0
3,Japanese Grand Prix,2025-04-06,balanced,K ANTONELLI,ANT,12,Mercedes,6.0,6.0,8.0,Finished,0 days 00:00:18.671000,6.0,2025,4,1,0,4,6.0,5.5,0,0.0
4,Bahrain Grand Prix,2025-04-13,high_speed,K ANTONELLI,ANT,12,Mercedes,5.0,11.0,0.0,Finished,0 days 00:00:48.016000,4.0,2025,5,0,0,4,11.0,5.666666666666667,0,0.0
5,Saudi Arabian Grand Prix,2025-04-20,balanced,K ANTONELLI,ANT,12,Mercedes,5.0,6.0,8.0,Finished,0 days 00:00:34.688000,5.0,2025,6,1,0,4,6.0,7.0,0,0.0
6,Miami Grand Prix,2025-05-04,high_speed,K ANTONELLI,ANT,12,Mercedes,3.0,6.0,8.0,Finished,0 days 00:00:55.502000,3.0,2025,7,0,0,4,6.0,6.8,0,0.0
7,Emilia Romagna Grand Prix,2025-05-18,balanced,K ANTONELLI,ANT,12,Mercedes,13.0,19.0,0.0,Retired,,13.0,2025,8,1,0,4,19.0,7.0,1,0.0
8,Monaco Grand Prix,2025-05-25,technical,K ANTONELLI,ANT,12,Mercedes,15.0,18.0,0.0,Lapped,0 days 00:00:08.409000,15.0,2025,9,2,0,4,18.0,9.6,1,0.14285714285714285
9,Spanish Grand Prix,2025-06-01,balanced,K ANTONELLI,ANT,12,Mercedes,6.0,18.0,0.0,Retired,,6.0,2025,10,1,0,4,18.0,12.0,1,0.25
10,Canadian Grand Prix,2025-06-15,balanced,K ANTONELLI,ANT,12,Mercedes,4.0,3.0,15.0,Finished,0 days 00:00:01.014000,4.0,2025,11,1,0,4,3.0,13.4,0,0.3333333333333333
11,Austrian Grand Prix,2025-06-29,balanced,K ANTONELLI,ANT,12,Mercedes,9.0,19.0,0.0,Retired,,9.0,2025,12,1,0,4,19.0,12.8,1,0.3
12,British Grand Prix,2025-07-06,balanced,K ANTONELLI,ANT,12,Mercedes,10.0,16.0,0.0,Retired,,7.0,2025,13,1,0,4,16.0,15.4,1,0.36363636363636365
13,Belgian Grand Prix,2025-07-27,balanced,K ANTONELLI,ANT,12,Mercedes,19.0,16.0,0.0,Finished,0 days 00:01:26.721000,18.0,2025,14,1,0,4,16.0,14.8,0,0.4166666666666667
14,Hungarian Grand Prix,2025-08-03,balanced,K ANTONELLI,ANT,12,Mercedes,15.0,10.0,1.0,Lapped,0 days 00:00:07.649000,15.0,2025,15,1,0,4,10.0,14.4,1,0.38461538461538464
15,Dutch Grand Prix,2025-08-31,balanced,K ANTONELLI,ANT,12,Mercedes,11.0,16.0,0.0,Finished,0 days 00:00:22.029000,11.0,2025,16,1,0,4,16.0,12.8,0,0.42857142857142855
16,Italian Grand Prix,2025-09-07,balanced,K ANTONELLI,ANT,12,Mercedes,6.0,9.0,2.0,Finished,0 days 00:00:59.762000,7.0,2025,17,1,0,4,9.0,15.4,0,0.4
17,Azerbaijan Grand Prix,2025-09-21,high_speed,K ANTONELLI,ANT,12,Mercedes,4.0,4.0,12.0,Finished,0 days 00:00:21.760000,4.0,2025,18,0,0,4,4.0,13.4,0,0.375
18,Singapore Grand Prix,2025-10-05,technical,K ANTONELLI,ANT,12,Mercedes,4.0,5.0,10.0,Finished,0 days 00:00:33.681000,4.0,2025,19,2,0,4,5.0,11.0,0,0.35294117647058826
19,United States Grand Prix,2025-10-19,balanced,K ANTONELLI,ANT,12,Mercedes,7.0,13.0,0.0,Finished,0 days 00:01:15.746000,7.0,2025,20,1,0,4,13.0,8.8,0,0.3333333333333333
20,Mexico City Grand Prix,2025-10-26,balanced,K ANTONELLI,ANT,12,Mercedes,6.0,6.0,8.0,Finished,0 days 00:00:47.837000,6.0,2025,21,1,0,4,6.0,9.4,0,0.3157894736842105
21,São Paulo Grand Prix,2025-11-09,balanced,K ANTONELLI,ANT,12,Mercedes,2.0,2.0,18.0,Finished,0 days 00:00:10.388000,2.0,2025,22,1,0,4,2.0,7.4,0,0.3
22,Las Vegas Grand Prix,2025-11-22,balanced,K ANTONELLI,ANT,12,Mercedes,17.0,3.0,15.0,Finished,0 days 00:00:30.488000,17.0,2025,23,1,0,4,3.0,6.0,0,0.2857142857142857
